"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"21.07.2022 06:00 - 21.07.2022 07:00","73","N/A","82","49","N/A","46","156","N/A","13"
"21.07.2022 07:00 - 21.07.2022 08:00","167","N/A","117","106","N/A","30","189","N/A","79"
"21.07.2022 08:00 - 21.07.2022 09:00","273","170","170","153","42","43","243","92","92"
"21.07.2022 09:00 - 21.07.2022 10:00","365","222","259","178","142","150","280","154","185"
"21.07.2022 10:00 - 21.07.2022 11:00","421","233","358","169","243","129","334","250","146"
"21.07.2022 11:00 - 21.07.2022 12:00","482","218","357","181","300","225","397","333","149"
"21.07.2022 12:00 - 21.07.2022 13:00","519","190","429","161","354","327","476","436","228"
"21.07.2022 13:00 - 21.07.2022 14:00","504","202","502","187","311","361","539","555","362"
"21.07.2022 14:00 - 21.07.2022 15:00","487","221","463","288","328","367","657","685","460"
"21.07.2022 15:00 - 21.07.2022 16:00","473","383","425","434","409","421","783","835","538"
"21.07.2022 16:00 - 21.07.2022 17:00","440","438","267","508","463","482","922","927","602"
"21.07.2022 17:00 - 21.07.2022 18:00","377","383","219","509","548","583","968","975","671"
"21.07.2022 18:00 - 21.07.2022 19:00","276","292","177","561","646","580","939","1013","781"
"21.07.2022 19:00 - 21.07.2022 20:00","151","169","90","589","743","611","871","1025","806"
"21.07.2022 20:00 - 21.07.2022 21:00","52","58","34","612","783","673","849","1014","805"
"21.07.2022 21:00 - 21.07.2022 22:00","8","9","5","639","698","629","845","978","696"
"21.07.2022 22:00 - 21.07.2022 23:00","0","0","0","710","716","769","905","1087","689"
"21.07.2022 23:00 - 22.07.2022 00:00","0","0","0","687","729","780","909","1136","683"
"22.07.2022 00:00 - 22.07.2022 01:00","0","N/A","0","698","N/A","718","914","N/A","821"
"22.07.2022 01:00 - 22.07.2022 02:00","0","N/A","0","732","N/A","751","969","N/A","810"
"22.07.2022 02:00 - 22.07.2022 03:00","0","N/A","0","700","N/A","739","982","N/A","881"
"22.07.2022 03:00 - 22.07.2022 04:00","0","N/A","0","714","N/A","680","997","N/A","1005"
"22.07.2022 04:00 - 22.07.2022 05:00","0","N/A","0","670","N/A","701","1008","N/A","1148"
"22.07.2022 05:00 - 22.07.2022 06:00","9","N/A","8","668","N/A","744","991","N/A","1066"
"22.07.2022 06:00 - 22.07.2022 07:00","48","N/A","27","680","N/A","771","1014","N/A","1192"
"22.07.2022 07:00 - 22.07.2022 08:00","119","N/A","82","687","N/A","809","1082","N/A","1271"
"22.07.2022 08:00 - 22.07.2022 09:00","219","122","122","695","835","835","1181","1359","1359"
"22.07.2022 09:00 - 22.07.2022 10:00","339","203","161","673","772","789","1267","1441","1372"
"22.07.2022 10:00 - 22.07.2022 11:00","467","302","246","625","685","738","1278","1440","1293"
"22.07.2022 11:00 - 22.07.2022 12:00","591","394","288","598","621","728","1234","1386","1170"
"22.07.2022 12:00 - 22.07.2022 13:00","667","462","284","665","641","745","1213","1392","1177"
"22.07.2022 13:00 - 22.07.2022 14:00","694","503","285","706","692","746","1203","1401","1223"
"22.07.2022 14:00 - 22.07.2022 15:00","678","503","273","673","677","687","1231","1398","1216"
"22.07.2022 15:00 - 22.07.2022 16:00","653","577","241","689","665","682","1232","1375","1088"
"22.07.2022 16:00 - 22.07.2022 17:00","596","564","194","684","645","629","1232","1352","989"
"22.07.2022 17:00 - 22.07.2022 18:00","487","458","152","630","602","658","1238","1317","924"
"22.07.2022 18:00 - 22.07.2022 19:00","337","321","89","626","657","694","1178","1208","749"
"22.07.2022 19:00 - 22.07.2022 20:00","188","178","51","634","690","611","1017","1037","668"
"22.07.2022 20:00 - 22.07.2022 21:00","71","64","24","619","628","554","857","923","552"
"22.07.2022 21:00 - 22.07.2022 22:00","12","10","3","511","584","545","723","801","438"
"22.07.2022 22:00 - 22.07.2022 23:00","0","0","0","451","546","462","680","723","357"
"22.07.2022 23:00 - 23.07.2022 00:00","0","0","0","415","462","350","646","676","343"
"23.07.2022 00:00 - 23.07.2022 01:00","0","N/A","0","444","N/A","356","404","N/A","381"
"23.07.2022 01:00 - 23.07.2022 02:00","0","N/A","0","404","N/A","311","372","N/A","326"
"23.07.2022 02:00 - 23.07.2022 03:00","0","N/A","0","358","N/A","250","360","N/A","339"
"23.07.2022 03:00 - 23.07.2022 04:00","0","N/A","0","392","N/A","257","369","N/A","306"
"23.07.2022 04:00 - 23.07.2022 05:00","0","N/A","0","377","N/A","218","408","N/A","236"
"23.07.2022 05:00 - 23.07.2022 06:00","7","N/A","7","341","N/A","242","442","N/A","241"
"23.07.2022 06:00 - 23.07.2022 07:00","37","N/A","18","321","N/A","268","453","N/A","295"
"23.07.2022 07:00 - 23.07.2022 08:00","87","N/A","35","280","N/A","303","473","N/A","374"
"23.07.2022 08:00 - 23.07.2022 09:00","145","64","64","308","338","333","545","454","454"
"23.07.2022 09:00 - 23.07.2022 10:00","209","90","104","320","307","312","617","527","519"
"23.07.2022 10:00 - 23.07.2022 11:00","276","119","122","259","262","269","697","604","642"
"23.07.2022 11:00 - 23.07.2022 12:00","335","152","159","267","269","289","755","673","636"
"23.07.2022 12:00 - 23.07.2022 13:00","366","177","165","315","282","276","861","741","715"
"23.07.2022 13:00 - 23.07.2022 14:00","369","202","236","343","297","246","963","821","682"
"23.07.2022 14:00 - 23.07.2022 15:00","354","217","214","348","291","205","1043","923","731"
"23.07.2022 15:00 - 23.07.2022 16:00","344","292","251","350","297","198","1066","1013","770"
"23.07.2022 16:00 - 23.07.2022 17:00","326","341","229","435","292","166","1129","1072","832"
"23.07.2022 17:00 - 23.07.2022 18:00","292","310","202","446","333","201","1182","1093","1069"
"23.07.2022 18:00 - 23.07.2022 19:00","223","245","188","544","386","231","1182","1057","971"
"23.07.2022 19:00 - 23.07.2022 20:00","137","152","101","516","395","295","1079","952","882"
"23.07.2022 20:00 - 23.07.2022 21:00","57","61","37","478","358","441","967","859","745"
"23.07.2022 21:00 - 23.07.2022 22:00","9","9","7","436","357","420","859","746","490"
"23.07.2022 22:00 - 23.07.2022 23:00","0","0","0","404","339","346","850","668","470"
"23.07.2022 23:00 - 24.07.2022 00:00","0","0","0","395","329","233","797","614","425"
"24.07.2022 00:00 - 24.07.2022 01:00","0","N/A","0","224","N/A","186","391","N/A","349"
"24.07.2022 01:00 - 24.07.2022 02:00","0","N/A","0","251","N/A","207","367","N/A","259"
"24.07.2022 02:00 - 24.07.2022 03:00","0","N/A","0","232","N/A","222","367","N/A","278"
"24.07.2022 03:00 - 24.07.2022 04:00","0","N/A","0","248","N/A","190","356","N/A","335"
"24.07.2022 04:00 - 24.07.2022 05:00","0","N/A","0","244","N/A","202","356","N/A","359"
"24.07.2022 05:00 - 24.07.2022 06:00","12","N/A","14","284","N/A","326","345","N/A","381"
"24.07.2022 06:00 - 24.07.2022 07:00","78","N/A","83","344","N/A","326","338","N/A","456"
"24.07.2022 07:00 - 24.07.2022 08:00","192","N/A","148","394","N/A","479","357","N/A","445"
"24.07.2022 08:00 - 24.07.2022 09:00","323","222","222","474","637","644","423","434","434"
"24.07.2022 09:00 - 24.07.2022 10:00","427","282","280","522","634","629","552","600","602"
"24.07.2022 10:00 - 24.07.2022 11:00","490","319","346","531","629","694","684","745","755"
"24.07.2022 11:00 - 24.07.2022 12:00","501","347","443","595","692","799","792","885","1012"
"24.07.2022 12:00 - 24.07.2022 13:00","473","351","379","686","820","848","932","1112","1144"
"24.07.2022 13:00 - 24.07.2022 14:00","446","297","380","725","847","787","1085","1326","1392"
"24.07.2022 14:00 - 24.07.2022 15:00","409","244","226","731","801","800","1298","1460","1375"
"24.07.2022 15:00 - 24.07.2022 16:00","370","267","258","730","821","860","1443","1510","1360"
"24.07.2022 16:00 - 24.07.2022 17:00","324","297","309","711","819","704","1467","1557","1505"
"24.07.2022 17:00 - 24.07.2022 18:00","274","271","247","620","703","710","1389","1518","1445"
"24.07.2022 18:00 - 24.07.2022 19:00","219","207","154","713","696","679","1262","1347","1243"
"24.07.2022 19:00 - 24.07.2022 20:00","139","126","79","710","617","680","1047","1103","872"
"24.07.2022 20:00 - 24.07.2022 21:00","53","45","31","679","616","618","844","940","719"
"24.07.2022 21:00 - 24.07.2022 22:00","8","6","4","594","577","560","691","812","610"
"24.07.2022 22:00 - 24.07.2022 23:00","0","0","0","521","500","464","651","725","562"
"24.07.2022 23:00 - 25.07.2022 00:00","0","0","0","516","562","477","605","699","529"
"25.07.2022 00:00 - 25.07.2022 01:00","0","N/A","0","563","N/A","529","696","N/A","593"
"25.07.2022 01:00 - 25.07.2022 02:00","0","N/A","0","627","N/A","686","793","N/A","593"
"25.07.2022 02:00 - 25.07.2022 03:00","0","N/A","0","735","N/A","853","920","N/A","611"
"25.07.2022 03:00 - 25.07.2022 04:00","0","N/A","0","785","N/A","824","1090","N/A","642"
"25.07.2022 04:00 - 25.07.2022 05:00","0","N/A","0","787","N/A","784","1298","N/A","975"
"25.07.2022 05:00 - 25.07.2022 06:00","5","N/A","5","697","N/A","728","1306","N/A","959"
"25.07.2022 06:00 - 25.07.2022 07:00","30","N/A","15","552","N/A","670","1227","N/A","1209"
"25.07.2022 07:00 - 25.07.2022 08:00","72","N/A","71","569","N/A","662","1171","N/A","1034"
"25.07.2022 08:00 - 25.07.2022 09:00","124","123","123","436","404","376","1098","1016","1023"
"25.07.2022 09:00 - 25.07.2022 10:00","189","207","149","405","353","449","956","907","852"
"25.07.2022 10:00 - 25.07.2022 11:00","245","291","169","398","315","445","874","789","850"
"25.07.2022 11:00 - 25.07.2022 12:00","300","348","149","272","303","144","763","651","718"
"25.07.2022 12:00 - 25.07.2022 13:00","357","366","214","325","278","303","721","617","567"
"25.07.2022 13:00 - 25.07.2022 14:00","380","337","298","358","319","231","731","657","541"
"25.07.2022 14:00 - 25.07.2022 15:00","373","318","341","356","333","175","763","719","486"
"25.07.2022 15:00 - 25.07.2022 16:00","329","323","343","415","359","179","806","792","621"
"25.07.2022 16:00 - 25.07.2022 17:00","296","337","401","383","348","201","907","921","807"
"25.07.2022 17:00 - 25.07.2022 18:00","263","347","316","405","370","324","955","989","882"
"25.07.2022 18:00 - 25.07.2022 19:00","223","304","272","499","458","525","936","1031","968"
"25.07.2022 19:00 - 25.07.2022 20:00","151","187","128","581","551","543","843","971","919"
"25.07.2022 20:00 - 25.07.2022 21:00","61","64","34","675","644","458","775","911","756"
"25.07.2022 21:00 - 25.07.2022 22:00","8","8","4","678","637","472","726","879","678"
"25.07.2022 22:00 - 25.07.2022 23:00","0","0","0","715","590","597","765","942","674"
"25.07.2022 23:00 - 26.07.2022 00:00","0","0","0","712","644","676","827","969","725"
"26.07.2022 00:00 - 26.07.2022 01:00","0","N/A","0","639","N/A","591","893","N/A","736"
"26.07.2022 01:00 - 26.07.2022 02:00","0","N/A","0","666","N/A","711","991","N/A","780"
"26.07.2022 02:00 - 26.07.2022 03:00","0","N/A","0","695","N/A","682","1127","N/A","923"
"26.07.2022 03:00 - 26.07.2022 04:00","0","N/A","0","781","N/A","943","1254","N/A","1042"
"26.07.2022 04:00 - 26.07.2022 05:00","0","N/A","0","809","N/A","867","1425","N/A","1390"
"26.07.2022 05:00 - 26.07.2022 06:00","6","N/A","7","879","N/A","1009","1508","N/A","1540"
"26.07.2022 06:00 - 26.07.2022 07:00","48","N/A","48","896","N/A","1072","1614","N/A","1694"
"26.07.2022 07:00 - 26.07.2022 08:00","134","N/A","115","877","N/A","975","1776","N/A","1751"
"26.07.2022 08:00 - 26.07.2022 09:00","237","229","229","863","965","978","1951","2061","2061"
"26.07.2022 09:00 - 26.07.2022 10:00","342","355","396","859","946","1015","2103","2297","2267"
"26.07.2022 10:00 - 26.07.2022 11:00","465","511","717","845","890","1002","2238","2364","2153"
"26.07.2022 11:00 - 26.07.2022 12:00","566","668","715","840","864","959","2221","2307","2222"
"26.07.2022 12:00 - 26.07.2022 13:00","645","749","877","880","910","1023","2388","2476","2384"
"26.07.2022 13:00 - 26.07.2022 14:00","687","781","786","924","922","1058","2454","2569","2231"
"26.07.2022 14:00 - 26.07.2022 15:00","694","748","757","905","884","999","2543","2596","2612"
"26.07.2022 15:00 - 26.07.2022 16:00","633","712","707","887","914","654","2662","2698","2134"
"26.07.2022 16:00 - 26.07.2022 17:00","523","632","624","899","902","592","2737","2747","2266"
"26.07.2022 17:00 - 26.07.2022 18:00","396","505","460","888","860","649","2786","2760","2094"
"26.07.2022 18:00 - 26.07.2022 19:00","267","345","324","947","913","639","2734","2713","2030"
"26.07.2022 19:00 - 26.07.2022 20:00","150","185","179","932","931","655","2531","2502","2391"
"26.07.2022 20:00 - 26.07.2022 21:00","54","61","50","969","958","656","2368","2379","2338"
"26.07.2022 21:00 - 26.07.2022 22:00","7","8","5","981","975","937","2264","2329","2442"
"26.07.2022 22:00 - 26.07.2022 23:00","0","0","0","981","979","1105","2355","2393","2403"
"26.07.2022 23:00 - 27.07.2022 00:00","0","0","0","993","996","1086","2336","2381","2251"
"27.07.2022 00:00 - 27.07.2022 01:00","0","N/A","0","900","N/A","1030","2470","N/A","2293"
"27.07.2022 01:00 - 27.07.2022 02:00","0","N/A","0","890","N/A","1097","2430","N/A","2288"
"27.07.2022 02:00 - 27.07.2022 03:00","0","N/A","0","894","N/A","1004","2326","N/A","2170"
"27.07.2022 03:00 - 27.07.2022 04:00","0","N/A","0","926","N/A","1057","2265","N/A","2130"
"27.07.2022 04:00 - 27.07.2022 05:00","0","N/A","0","911","N/A","1031","2214","N/A","2056"
"27.07.2022 05:00 - 27.07.2022 06:00","8","N/A","9","939","N/A","1112","2036","N/A","2058"
"27.07.2022 06:00 - 27.07.2022 07:00","64","N/A","56","953","N/A","1092","1941","N/A","1840"
"27.07.2022 07:00 - 27.07.2022 08:00","171","N/A","123","922","N/A","988","1991","N/A","2341"
"27.07.2022 08:00 - 27.07.2022 09:00","311","223","223","887","1052","1060","2058","2201","2201"
"27.07.2022 09:00 - 27.07.2022 10:00","476","341","384","872","1018","1071","2072","2178","2172"
"27.07.2022 10:00 - 27.07.2022 11:00","635","461","499","836","960","1067","2054","2094","2057"
"27.07.2022 11:00 - 27.07.2022 12:00","758","548","568","813","898","1045","1887","1922","1939"
"27.07.2022 12:00 - 27.07.2022 13:00","814","599","603","823","909","958","1858","1846","1751"
"27.07.2022 13:00 - 27.07.2022 14:00","825","623","691","794","879","905","1789","1795","1745"
"27.07.2022 14:00 - 27.07.2022 15:00","800","630","672","702","790","859","1827","1814","1437"
"27.07.2022 15:00 - 27.07.2022 16:00","760","669","649","676","740","732","1810","1802","1445"
"27.07.2022 16:00 - 27.07.2022 17:00","681","658","550","709","673","739","1742","1750","1666"
"27.07.2022 17:00 - 27.07.2022 18:00","547","542","480","692","630","737","1737","1705","1533"
"27.07.2022 18:00 - 27.07.2022 19:00","374","380","303","795","699","933","1660","1633","1695"
"27.07.2022 19:00 - 27.07.2022 20:00","200","209","164","793","753","951","1470","1448","1650"
"27.07.2022 20:00 - 27.07.2022 21:00","67","69","58","748","810","847","1268","1305","1459"
"27.07.2022 21:00 - 27.07.2022 22:00","6","6","5","690","778","845","1086","1176","1228"
"27.07.2022 22:00 - 27.07.2022 23:00","0","0","0","752","696","821","1027","1061","1080"
"27.07.2022 23:00 - 28.07.2022 00:00","0","0","0","716","627","569","955","950","981"
"28.07.2022 00:00 - 28.07.2022 01:00","0","N/A","0","569","N/A","493","949","N/A","901"
"28.07.2022 01:00 - 28.07.2022 02:00","0","N/A","0","498","N/A","474","883","N/A","840"
"28.07.2022 02:00 - 28.07.2022 03:00","0","N/A","0","440","N/A","328","803","N/A","743"
"28.07.2022 03:00 - 28.07.2022 04:00","0","N/A","0","421","N/A","359","739","N/A","702"
"28.07.2022 04:00 - 28.07.2022 05:00","0","N/A","0","407","N/A","299","677","N/A","633"
"28.07.2022 05:00 - 28.07.2022 06:00","8","N/A","9","357","N/A","286","565","N/A","466"
"28.07.2022 06:00 - 28.07.2022 07:00","64","N/A","63","292","N/A","257","455","N/A","348"
"28.07.2022 07:00 - 28.07.2022 08:00","181","N/A","170","215","N/A","231","418","N/A","316"
"28.07.2022 08:00 - 28.07.2022 09:00","347","333","333","217","148","133","372","287","287"
"28.07.2022 09:00 - 28.07.2022 10:00","529","517","508","153","115","78","314","263","311"
"28.07.2022 10:00 - 28.07.2022 11:00","693","681","736","88","69","61","257","250","223"
"28.07.2022 11:00 - 28.07.2022 12:00","817","806","754","61","49","62","216","201","180"
"28.07.2022 12:00 - 28.07.2022 13:00","895","885","895","44","50","40","183","163","154"
"28.07.2022 13:00 - 28.07.2022 14:00","921","894","940","27","41","35","195","166","173"
"28.07.2022 14:00 - 28.07.2022 15:00","906","856","940","19","34","16","230","200","153"
"28.07.2022 15:00 - 28.07.2022 16:00","842","820","902","15","24","0","228","196","146"
"28.07.2022 16:00 - 28.07.2022 17:00","727","732","847","20","13","0","206","173","141"
"28.07.2022 17:00 - 28.07.2022 18:00","567","578","705","25","10","1","205","164","155"
"28.07.2022 18:00 - 28.07.2022 19:00","380","393","492","49","16","2","208","172","151"
"28.07.2022 19:00 - 28.07.2022 20:00","198","208","248","58","28","1","196","169","186"
"28.07.2022 20:00 - 28.07.2022 21:00","66","67","70","47","37","2","178","161","193"
"28.07.2022 21:00 - 28.07.2022 22:00","6","6","6","27","37","6","152","149","140"
"28.07.2022 22:00 - 28.07.2022 23:00","0","0","1","41","35","2","139","146","144"
"28.07.2022 23:00 - 29.07.2022 00:00","0","0","0","49","39","2","133","143","131"
"29.07.2022 00:00 - 29.07.2022 01:00","0","N/A","0","30","N/A","8","122","N/A","136"
"29.07.2022 01:00 - 29.07.2022 02:00","0","N/A","0","29","N/A","7","136","N/A","125"
"29.07.2022 02:00 - 29.07.2022 03:00","0","N/A","0","22","N/A","9","145","N/A","121"
"29.07.2022 03:00 - 29.07.2022 04:00","0","N/A","0","43","N/A","15","147","N/A","99"
"29.07.2022 04:00 - 29.07.2022 05:00","0","N/A","0","41","N/A","1","144","N/A","92"
"29.07.2022 05:00 - 29.07.2022 06:00","7","N/A","8","45","N/A","1","126","N/A","79"
"29.07.2022 06:00 - 29.07.2022 07:00","65","N/A","78","57","N/A","6","109","N/A","78"
"29.07.2022 07:00 - 29.07.2022 08:00","193","N/A","204","59","N/A","3","103","N/A","82"
"29.07.2022 08:00 - 29.07.2022 09:00","361","418","418","76","11","11","74","16","16"
"29.07.2022 09:00 - 29.07.2022 10:00","534","621","673","50","11","0","56","11","27"
"29.07.2022 10:00 - 29.07.2022 11:00","687","798","855","25","4","0","57","26","43"
"29.07.2022 11:00 - 29.07.2022 12:00","804","922","968","20","7","1","68","45","59"
"29.07.2022 12:00 - 29.07.2022 13:00","867","984","953","18","10","6","86","72","103"
"29.07.2022 13:00 - 29.07.2022 14:00","873","990","974","18","13","13","124","113","155"
"29.07.2022 14:00 - 29.07.2022 15:00","830","932","943","19","19","5","175","167","182"
"29.07.2022 15:00 - 29.07.2022 16:00","741","814","924","27","28","12","213","203","212"
"29.07.2022 16:00 - 29.07.2022 17:00","631","689","778","45","50","25","228","213","258"
"29.07.2022 17:00 - 29.07.2022 18:00","492","547","700","102","91","28","249","243","289"
"29.07.2022 18:00 - 29.07.2022 19:00","316","366","456","144","108","15","247","258","291"
"29.07.2022 19:00 - 29.07.2022 20:00","161","190","220","160","119","45","214","235","251"
"29.07.2022 20:00 - 29.07.2022 21:00","54","59","66","156","126","45","181","213","171"
"29.07.2022 21:00 - 29.07.2022 22:00","5","5","7","143","129","98","168","201","138"
"29.07.2022 22:00 - 29.07.2022 23:00","0","0","0","140","106","128","181","218","210"
"29.07.2022 23:00 - 30.07.2022 00:00","0","0","0","120","95","90","218","248","225"
"30.07.2022 00:00 - 30.07.2022 01:00","N/A","N/A","0","95","N/A","90","269","N/A","216"
"30.07.2022 01:00 - 30.07.2022 02:00","N/A","N/A","0","77","N/A","89","263","N/A","235"
"30.07.2022 02:00 - 30.07.2022 03:00","N/A","N/A","0","48","N/A","51","251","N/A","166"
"30.07.2022 03:00 - 30.07.2022 04:00","N/A","N/A","0","62","N/A","22","237","N/A","127"
"30.07.2022 04:00 - 30.07.2022 05:00","N/A","N/A","0","37","N/A","4","221","N/A","144"
"30.07.2022 05:00 - 30.07.2022 06:00","N/A","N/A","7","35","N/A","10","200","N/A","123"
"30.07.2022 06:00 - 30.07.2022 07:00","N/A","N/A","66","65","N/A","84","193","N/A","158"
"30.07.2022 07:00 - 30.07.2022 08:00","N/A","N/A","168","68","N/A","88","212","N/A","270"
"30.07.2022 08:00 - 30.07.2022 09:00","N/A","303","303","67","75","73","176","140","140"
"30.07.2022 09:00 - 30.07.2022 10:00","N/A","476","455","100","83","63","132","106","93"
"30.07.2022 10:00 - 30.07.2022 11:00","N/A","609","602","76","55","54","121","113","104"
"30.07.2022 11:00 - 30.07.2022 12:00","N/A","671","554","46","59","50","117","122","133"
"30.07.2022 12:00 - 30.07.2022 13:00","N/A","679","630","37","45","57","115","143","151"
"30.07.2022 13:00 - 30.07.2022 14:00","N/A","625","681","43","30","83","129","179","175"
"30.07.2022 14:00 - 30.07.2022 15:00","N/A","521","615","42","35","92","161","211","216"
"30.07.2022 15:00 - 30.07.2022 16:00","N/A","458","518","30","34","91","169","206","179"
"30.07.2022 16:00 - 30.07.2022 17:00","N/A","428","434","27","31","95","175","194","225"
"30.07.2022 17:00 - 30.07.2022 18:00","N/A","365","440","40","31","91","182","183","266"
"30.07.2022 18:00 - 30.07.2022 19:00","N/A","256","338","53","68","86","174","170","245"
"30.07.2022 19:00 - 30.07.2022 20:00","N/A","134","150","43","86","44","151","170","249"
"30.07.2022 20:00 - 30.07.2022 21:00","N/A","41","51","60","144","64","129","165","159"
"30.07.2022 21:00 - 30.07.2022 22:00","N/A","4","6","106","146","150","117","154","120"
"30.07.2022 22:00 - 30.07.2022 23:00","N/A","0","0","110","167","181","120","154","98"
"30.07.2022 23:00 - 31.07.2022 00:00","N/A","0","0","106","195","230","112","151","128"
"31.07.2022 00:00 - 31.07.2022 01:00","0","N/A","0","185","N/A","183","173","N/A","160"
"31.07.2022 01:00 - 31.07.2022 02:00","0","N/A","0","202","N/A","195","177","N/A","170"
"31.07.2022 02:00 - 31.07.2022 03:00","0","N/A","0","170","N/A","161","173","N/A","157"
"31.07.2022 03:00 - 31.07.2022 04:00","0","N/A","0","221","N/A","85","166","N/A","150"
"31.07.2022 04:00 - 31.07.2022 05:00","0","N/A","0","215","N/A","74","160","N/A","120"
"31.07.2022 05:00 - 31.07.2022 06:00","3","N/A","5","186","N/A","113","134","N/A","68"
"31.07.2022 06:00 - 31.07.2022 07:00","29","N/A","37","201","N/A","169","118","N/A","42"
"31.07.2022 07:00 - 31.07.2022 08:00","87","N/A","127","227","N/A","209","125","N/A","45"
"31.07.2022 08:00 - 31.07.2022 09:00","166","253","253","251","196","195","146","36","36"
"31.07.2022 09:00 - 31.07.2022 10:00","257","392","320","231","262","261","184","92","64"
"31.07.2022 10:00 - 31.07.2022 11:00","332","496","430","195","287","232","222","167","89"
"31.07.2022 11:00 - 31.07.2022 12:00","366","557","504","206","365","266","247","240","114"
"31.07.2022 12:00 - 31.07.2022 13:00","358","557","502","241","419","318","277","321","149"
"31.07.2022 13:00 - 31.07.2022 14:00","320","489","420","259","393","249","317","394","186"
"31.07.2022 14:00 - 31.07.2022 15:00","255","377","393","234","388","148","353","439","272"
"31.07.2022 15:00 - 31.07.2022 16:00","185","273","193","180","335","109","330","433","190"
"31.07.2022 16:00 - 31.07.2022 17:00","128","186","130","120","262","153","287","427","204"
"31.07.2022 17:00 - 31.07.2022 18:00","91","130","86","86","226","181","250","443","183"
"31.07.2022 18:00 - 31.07.2022 19:00","60","88","59","87","188","152","221","448","188"
"31.07.2022 19:00 - 31.07.2022 20:00","33","49","43","96","157","144","195","423","207"
"31.07.2022 20:00 - 31.07.2022 21:00","12","13","15","99","167","207","180","408","211"
"31.07.2022 21:00 - 31.07.2022 22:00","1","1","2","138","230","151","178","404","218"
"31.07.2022 22:00 - 31.07.2022 23:00","0","0","0","217","374","78","211","453","216"
"31.07.2022 23:00 - 01.08.2022 00:00","0","0","0","286","458","402","249","530","279"
"01.08.2022 00:00 - 01.08.2022 01:00","0","N/A","0","336","N/A","644","293","N/A","376"
"01.08.2022 01:00 - 01.08.2022 02:00","0","N/A","0","524","N/A","685","435","N/A","443"
"01.08.2022 02:00 - 01.08.2022 03:00","0","N/A","0","585","N/A","657","548","N/A","579"
"01.08.2022 03:00 - 01.08.2022 04:00","0","N/A","0","688","N/A","668","650","N/A","664"
"01.08.2022 04:00 - 01.08.2022 05:00","0","N/A","0","622","N/A","629","737","N/A","731"
"01.08.2022 05:00 - 01.08.2022 06:00","4","N/A","7","594","N/A","680","766","N/A","841"
"01.08.2022 06:00 - 01.08.2022 07:00","52","N/A","55","599","N/A","642","784","N/A","997"
"01.08.2022 07:00 - 01.08.2022 08:00","180","N/A","185","577","N/A","614","913","N/A","1113"
"01.08.2022 08:00 - 01.08.2022 09:00","369","N/A","349","615","N/A","730","1084","N/A","1300"
"01.08.2022 09:00 - 01.08.2022 10:00","572","N/A","540","598","N/A","464","1245","N/A","1657"
"01.08.2022 10:00 - 01.08.2022 11:00","750","N/A","784","533","N/A","557","1385","N/A","1751"
"01.08.2022 11:00 - 01.08.2022 12:00","875","N/A","979","513","N/A","591","1402","N/A","1837"
"01.08.2022 12:00 - 01.08.2022 13:00","940","N/A","1084","528","N/A","559","1450","N/A","1920"
"01.08.2022 13:00 - 01.08.2022 14:00","955","N/A","1087","504","N/A","514","1512","N/A","1713"
"01.08.2022 14:00 - 01.08.2022 15:00","924","N/A","1084","447","N/A","531","1634","N/A","1692"
"01.08.2022 15:00 - 01.08.2022 16:00","860","N/A","1038","431","N/A","532","1716","N/A","1642"
"01.08.2022 16:00 - 01.08.2022 17:00","747","N/A","942","399","N/A","481","1720","N/A","1732"
"01.08.2022 17:00 - 01.08.2022 18:00","590","N/A","757","406","N/A","397","1760","N/A","1721"
"01.08.2022 18:00 - 01.08.2022 19:00","401","N/A","499","464","N/A","426","1664","N/A","1538"
"01.08.2022 19:00 - 01.08.2022 20:00","206","N/A","234","451","N/A","436","1435","N/A","1601"
"01.08.2022 20:00 - 01.08.2022 21:00","61","N/A","56","416","N/A","400","1210","N/A","1259"
"01.08.2022 21:00 - 01.08.2022 22:00","5","N/A","4","395","N/A","412","1022","N/A","900"
"01.08.2022 22:00 - 01.08.2022 23:00","0","N/A","0","395","N/A","349","941","N/A","775"
"01.08.2022 23:00 - 02.08.2022 00:00","0","N/A","0","378","N/A","305","888","N/A","583"
"02.08.2022 00:00 - 02.08.2022 01:00","0","N/A","0","311","N/A","304","791","N/A","469"
"02.08.2022 01:00 - 02.08.2022 02:00","0","N/A","0","300","N/A","320","722","N/A","470"
"02.08.2022 02:00 - 02.08.2022 03:00","0","N/A","0","296","N/A","233","613","N/A","479"
"02.08.2022 03:00 - 02.08.2022 04:00","0","N/A","0","269","N/A","189","498","N/A","379"
"02.08.2022 04:00 - 02.08.2022 05:00","0","N/A","0","297","N/A","239","412","N/A","295"
"02.08.2022 05:00 - 02.08.2022 06:00","5","N/A","5","331","N/A","288","341","N/A","265"
"02.08.2022 06:00 - 02.08.2022 07:00","53","N/A","55","373","N/A","363","327","N/A","337"
