"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DK1","Generation - Solar  [MW] Intraday / BZN|DK1","Generation - Solar  [MW] Current / BZN|DK1","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore  [MW] Intraday / BZN|DK1","Generation - Wind Offshore  [MW] Current / BZN|DK1","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore  [MW] Intraday / BZN|DK1","Generation - Wind Onshore  [MW] Current / BZN|DK1"
"06.10.2022 01:00 - 06.10.2022 02:00","0","N/A","0","1028","N/A","1022","1834","N/A","1699"
"06.10.2022 02:00 - 06.10.2022 03:00","0","N/A","0","1052","N/A","940","1808","N/A","1849"
"06.10.2022 03:00 - 06.10.2022 04:00","0","N/A","0","1052","N/A","612","2049","N/A","2017"
"06.10.2022 04:00 - 06.10.2022 05:00","0","N/A","0","1046","N/A","515","2264","N/A","2424"
"06.10.2022 05:00 - 06.10.2022 06:00","0","N/A","0","1076","N/A","546","2373","N/A","2569"
"06.10.2022 06:00 - 06.10.2022 07:00","0","N/A","0","1089","N/A","942","2442","N/A","2818"
"06.10.2022 07:00 - 06.10.2022 08:00","3","N/A","4","1049","N/A","1074","2302","N/A","2545"
"06.10.2022 08:00 - 06.10.2022 09:00","55","62","62","1068","1082","1071","2118","2497","2497"
"06.10.2022 09:00 - 06.10.2022 10:00","157","177","243","1107","1098","1028","2451","2792","3042"
"06.10.2022 10:00 - 06.10.2022 11:00","264","279","426","1079","1074","1030","2683","2954","3026"
"06.10.2022 11:00 - 06.10.2022 12:00","349","342","601","1068","1072","999","2653","2901","3047"
"06.10.2022 12:00 - 06.10.2022 13:00","439","424","689","1042","1071","958","2742","2931","3144"
"06.10.2022 13:00 - 06.10.2022 14:00","487","484","740","1041","1080","914","2598","2864","3222"
"06.10.2022 14:00 - 06.10.2022 15:00","417","447","583","1065","1087","906","2603","2826","3157"
"06.10.2022 15:00 - 06.10.2022 16:00","296","315","329","1040","1076","951","2692","2845","3242"
"06.10.2022 16:00 - 06.10.2022 17:00","183","193","242","1017","1038","924","2654","2844","3070"
"06.10.2022 17:00 - 06.10.2022 18:00","87","90","125","1010","1037","935","2624","2859","2923"
"06.10.2022 18:00 - 06.10.2022 19:00","14","13","18","1002","1034","988","2465","2695","2667"
"06.10.2022 19:00 - 06.10.2022 20:00","0","0","0","1018","1044","979","2140","2265","2871"
"06.10.2022 20:00 - 06.10.2022 21:00","0","0","0","1032","1046","979","2034","2137","2762"
"06.10.2022 21:00 - 06.10.2022 22:00","0","0","0","1057","1049","1055","2059","2168","2463"
"06.10.2022 22:00 - 06.10.2022 23:00","0","0","0","1053","1062","973","2074","2191","2658"
"06.10.2022 23:00 - 07.10.2022 00:00","0","0","0","1020","1043","999","2031","2091","2469"
"07.10.2022 00:00 - 07.10.2022 01:00","0","N/A","0","1014","N/A","973","2153","N/A","2361"
"07.10.2022 01:00 - 07.10.2022 02:00","0","N/A","0","1011","N/A","1001","2020","N/A","1957"
"07.10.2022 02:00 - 07.10.2022 03:00","0","N/A","0","1026","N/A","990","1991","N/A","1993"
"07.10.2022 03:00 - 07.10.2022 04:00","0","N/A","0","1042","N/A","1003","2060","N/A","1946"
"07.10.2022 04:00 - 07.10.2022 05:00","0","N/A","0","1060","N/A","888","2106","N/A","2024"
"07.10.2022 05:00 - 07.10.2022 06:00","0","N/A","0","1085","N/A","895","2162","N/A","2227"
"07.10.2022 06:00 - 07.10.2022 07:00","0","N/A","0","1095","N/A","930","2331","N/A","2657"
"07.10.2022 07:00 - 07.10.2022 08:00","2","N/A","2","1065","N/A","1016","2290","N/A","2661"
"07.10.2022 08:00 - 07.10.2022 09:00","34","45","45","1076","1026","1022","2103","2554","2623"
"07.10.2022 09:00 - 07.10.2022 10:00","102","134","134","1097","1063","1032","2389","2794","2794"
"07.10.2022 10:00 - 07.10.2022 11:00","181","210","220","1068","1046","1074","2573","2937","2718"
"07.10.2022 11:00 - 07.10.2022 12:00","274","275","292","1053","1041","1041","2509","2866","2832"
"07.10.2022 12:00 - 07.10.2022 13:00","349","340","317","1027","1041","1088","2624","2905","2955"
"07.10.2022 13:00 - 07.10.2022 14:00","364","353","336","1033","1049","980","2536","2828","3006"
"07.10.2022 14:00 - 07.10.2022 15:00","303","326","376","1079","1076","1000","2554","2753","3073"
"07.10.2022 15:00 - 07.10.2022 16:00","216","246","353","1073","1072","968","2562","2657","3169"
"07.10.2022 16:00 - 07.10.2022 17:00","126","132","206","1059","1050","860","2559","2641","3111"
"07.10.2022 17:00 - 07.10.2022 18:00","53","50","96","1056","1045","882","2596","2689","3145"
"07.10.2022 18:00 - 07.10.2022 19:00","7","5","21","1063","1049","933","2526","2621","2964"
"07.10.2022 19:00 - 07.10.2022 20:00","0","0","0","1059","1069","964","2187","2327","2830"
"07.10.2022 20:00 - 07.10.2022 21:00","0","0","0","1030","1053","959","1865","2109","2914"
"07.10.2022 21:00 - 07.10.2022 22:00","0","0","0","916","991","972","1628","1937","2716"
"07.10.2022 22:00 - 07.10.2022 23:00","0","0","0","925","1048","772","1493","1798","2237"
"07.10.2022 23:00 - 08.10.2022 00:00","0","0","0","916","1008","673","1292","1631","1747"
"08.10.2022 00:00 - 08.10.2022 01:00","0","N/A","0","857","N/A","895","1632","N/A","1452"
"08.10.2022 01:00 - 08.10.2022 02:00","0","N/A","0","853","N/A","883","1310","N/A","1108"
"08.10.2022 02:00 - 08.10.2022 03:00","0","N/A","0","731","N/A","648","1120","N/A","964"
"08.10.2022 03:00 - 08.10.2022 04:00","0","N/A","0","787","N/A","831","992","N/A","835"
"08.10.2022 04:00 - 08.10.2022 05:00","0","N/A","0","836","N/A","767","912","N/A","816"
"08.10.2022 05:00 - 08.10.2022 06:00","0","N/A","0","832","N/A","694","904","N/A","797"
"08.10.2022 06:00 - 08.10.2022 07:00","0","N/A","0","797","N/A","610","933","N/A","842"
"08.10.2022 07:00 - 08.10.2022 08:00","4","N/A","4","743","N/A","667","922","N/A","940"
"08.10.2022 08:00 - 08.10.2022 09:00","66","67","67","817","534","555","900","1046","1046"
"08.10.2022 09:00 - 08.10.2022 10:00","195","203","228","907","611","687","1104","1185","1031"
"08.10.2022 10:00 - 08.10.2022 11:00","305","351","418","925","668","755","1313","1357","698"
"08.10.2022 11:00 - 08.10.2022 12:00","395","428","627","953","759","925","1425","1459","743"
"08.10.2022 12:00 - 08.10.2022 13:00","436","496","668","951","816","799","1628","1611","1040"
"08.10.2022 13:00 - 08.10.2022 14:00","441","477","742","969","855","836","1758","1698","1378"
"08.10.2022 14:00 - 08.10.2022 15:00","405","423","529","1000","895","950","1882","1785","1640"
"08.10.2022 15:00 - 08.10.2022 16:00","312","335","468","1005","911","990","1942","1895","1829"
"08.10.2022 16:00 - 08.10.2022 17:00","200","214","380","1017","819","831","1977","2012","2072"
"08.10.2022 17:00 - 08.10.2022 18:00","90","90","173","1010","865","998","1984","2063","1995"
"08.10.2022 18:00 - 08.10.2022 19:00","12","12","33","997","920","1046","1860","1924","1607"
"08.10.2022 19:00 - 08.10.2022 20:00","0","0","0","967","915","1035","1562","1563","1421"
"08.10.2022 20:00 - 08.10.2022 21:00","0","0","0","922","880","966","1384","1356","1439"
"08.10.2022 21:00 - 08.10.2022 22:00","0","0","0","866","826","969","1265","1253","1246"
"08.10.2022 22:00 - 08.10.2022 23:00","0","0","0","774","731","915","1129","1117","1083"
"08.10.2022 23:00 - 09.10.2022 00:00","0","0","0","700","641","780","948","932","996"
"09.10.2022 00:00 - 09.10.2022 01:00","0","N/A","0","585","N/A","682","710","N/A","932"
"09.10.2022 01:00 - 09.10.2022 02:00","0","N/A","0","541","N/A","665","591","N/A","808"
"09.10.2022 02:00 - 09.10.2022 03:00","0","N/A","0","524","N/A","600","505","N/A","731"
"09.10.2022 03:00 - 09.10.2022 04:00","0","N/A","0","506","N/A","570","435","N/A","673"
"09.10.2022 04:00 - 09.10.2022 05:00","0","N/A","0","424","N/A","516","413","N/A","525"
"09.10.2022 05:00 - 09.10.2022 06:00","0","N/A","0","377","N/A","334","401","N/A","466"
"09.10.2022 06:00 - 09.10.2022 07:00","0","N/A","0","320","N/A","301","367","N/A","391"
"09.10.2022 07:00 - 09.10.2022 08:00","4","N/A","4","252","N/A","205","333","N/A","353"
"09.10.2022 08:00 - 09.10.2022 09:00","82","69","69","281","216","206","325","378","378"
"09.10.2022 09:00 - 09.10.2022 10:00","242","209","181","333","247","276","422","451","539"
"09.10.2022 10:00 - 09.10.2022 11:00","397","343","343","432","318","350","504","549","522"
"09.10.2022 11:00 - 09.10.2022 12:00","500","446","411","530","398","344","625","706","583"
"09.10.2022 12:00 - 09.10.2022 13:00","538","504","440","593","480","405","859","951","832"
"09.10.2022 13:00 - 09.10.2022 14:00","529","499","434","667","536","488","1045","1115","1051"
"09.10.2022 14:00 - 09.10.2022 15:00","461","447","352","699","602","547","1107","1129","1192"
"09.10.2022 15:00 - 09.10.2022 16:00","339","361","281","738","655","633","1032","1037","1114"
"09.10.2022 16:00 - 09.10.2022 17:00","197","235","161","738","576","675","952","936","1003"
"09.10.2022 17:00 - 09.10.2022 18:00","85","112","70","681","607","727","895","908","940"
"09.10.2022 18:00 - 09.10.2022 19:00","12","15","3","703","720","704","884","886","777"
"09.10.2022 19:00 - 09.10.2022 20:00","0","0","0","789","813","794","881","836","767"
"09.10.2022 20:00 - 09.10.2022 21:00","0","0","0","906","927","909","984","919","1176"
"09.10.2022 21:00 - 09.10.2022 22:00","0","0","0","1002","1024","1001","1163","1095","1281"
"09.10.2022 22:00 - 09.10.2022 23:00","0","0","0","1030","1050","1068","1332","1285","1344"
"09.10.2022 23:00 - 10.10.2022 00:00","0","0","0","1028","1068","1013","1411","1399","1359"
"10.10.2022 00:00 - 10.10.2022 01:00","N/A","N/A","0","1047","N/A","995","1525","N/A","1310"
"10.10.2022 01:00 - 10.10.2022 02:00","N/A","N/A","0","1050","N/A","823","1554","N/A","1271"
"10.10.2022 02:00 - 10.10.2022 03:00","N/A","N/A","0","1058","N/A","661","1522","N/A","1059"
"10.10.2022 03:00 - 10.10.2022 04:00","N/A","N/A","0","1062","N/A","552","1459","N/A","1203"
"10.10.2022 04:00 - 10.10.2022 05:00","N/A","N/A","0","1071","N/A","603","1414","N/A","1221"
"10.10.2022 05:00 - 10.10.2022 06:00","N/A","N/A","0","1101","N/A","590","1388","N/A","1417"
"10.10.2022 06:00 - 10.10.2022 07:00","N/A","N/A","0","1105","N/A","631","1347","N/A","1580"
"10.10.2022 07:00 - 10.10.2022 08:00","N/A","N/A","4","1060","N/A","956","1271","N/A","1404"
"10.10.2022 08:00 - 10.10.2022 09:00","N/A","82","82","1076","1078","1072","1164","1335","1335"
"10.10.2022 09:00 - 10.10.2022 10:00","N/A","242","259","1093","1093","1065","1280","1464","1440"
"10.10.2022 10:00 - 10.10.2022 11:00","N/A","379","469","1048","1036","1016","1285","1484","1201"
"10.10.2022 11:00 - 10.10.2022 12:00","N/A","471","623","1026","1009","880","1201","1428","1220"
"10.10.2022 12:00 - 10.10.2022 13:00","N/A","508","723","957","977","924","1241","1486","1379"
"10.10.2022 13:00 - 10.10.2022 14:00","N/A","464","560","856","995","914","1228","1507","1326"
"10.10.2022 14:00 - 10.10.2022 15:00","N/A","345","377","821","999","833","1183","1476","1303"
"10.10.2022 15:00 - 10.10.2022 16:00","N/A","211","189","855","1004","971","1072","1288","1102"
"10.10.2022 16:00 - 10.10.2022 17:00","N/A","94","38","782","926","952","963","1073","884"
"10.10.2022 17:00 - 10.10.2022 18:00","N/A","29","4","770","897","825","907","1051","872"
"10.10.2022 18:00 - 10.10.2022 19:00","N/A","3","8","894","955","1087","931","1114","721"
"10.10.2022 19:00 - 10.10.2022 20:00","N/A","0","1","941","985","1087","975","1155","1011"
"10.10.2022 20:00 - 10.10.2022 21:00","N/A","0","0","993","1000","952","1108","1234","1403"
"10.10.2022 21:00 - 10.10.2022 22:00","N/A","0","0","1070","1053","951","1323","1373","1529"
"10.10.2022 22:00 - 10.10.2022 23:00","N/A","0","0","1094","1099","1089","1501","1509","1537"
"10.10.2022 23:00 - 11.10.2022 00:00","N/A","0","0","1065","1102","1115","1583","1565","1760"
"11.10.2022 00:00 - 11.10.2022 01:00","0","N/A","0","1114","N/A","1037","1496","N/A","1449"
"11.10.2022 01:00 - 11.10.2022 02:00","0","N/A","0","1104","N/A","775","1510","N/A","1953"
"11.10.2022 02:00 - 11.10.2022 03:00","0","N/A","0","1099","N/A","1034","1576","N/A","1945"
"11.10.2022 03:00 - 11.10.2022 04:00","0","N/A","0","1096","N/A","1029","1621","N/A","2007"
"11.10.2022 04:00 - 11.10.2022 05:00","0","N/A","0","1091","N/A","1051","1666","N/A","1942"
"11.10.2022 05:00 - 11.10.2022 06:00","0","N/A","0","1083","N/A","1077","1685","N/A","1804"
"11.10.2022 06:00 - 11.10.2022 07:00","0","N/A","0","1078","N/A","1042","1593","N/A","1678"
"11.10.2022 07:00 - 11.10.2022 08:00","3","N/A","3","1018","N/A","1021","1397","N/A","1562"
"11.10.2022 08:00 - 11.10.2022 09:00","58","58","58","1006","1010","1012","1200","1413","1413"
"11.10.2022 09:00 - 11.10.2022 10:00","189","189","225","956","977","1018","1320","1530","1567"
"11.10.2022 10:00 - 11.10.2022 11:00","331","333","355","864","885","894","1438","1696","1578"
"11.10.2022 11:00 - 11.10.2022 12:00","418","437","632","777","846","901","1463","1760","1686"
"11.10.2022 12:00 - 11.10.2022 13:00","466","479","911","727","815","760","1519","1807","1973"
"11.10.2022 13:00 - 11.10.2022 14:00","445","458","655","692","823","699","1490","1772","1715"
"11.10.2022 14:00 - 11.10.2022 15:00","368","396","366","698","815","696","1450","1673","1884"
"11.10.2022 15:00 - 11.10.2022 16:00","277","305","374","628","731","636","1305","1513","1799"
"11.10.2022 16:00 - 11.10.2022 17:00","182","188","237","510","588","678","1140","1339","1397"
"11.10.2022 17:00 - 11.10.2022 18:00","72","71","100","437","542","574","943","1165","1181"
"11.10.2022 18:00 - 11.10.2022 19:00","7","7","12","388","461","494","713","898","748"
"11.10.2022 19:00 - 11.10.2022 20:00","0","0","0","342","375","471","522","621","613"
"11.10.2022 20:00 - 11.10.2022 21:00","0","0","0","302","330","381","446","498","692"
"11.10.2022 21:00 - 11.10.2022 22:00","0","0","0","299","301","378","411","449","570"
"11.10.2022 22:00 - 11.10.2022 23:00","0","0","0","284","274","365","369","386","455"
"11.10.2022 23:00 - 12.10.2022 00:00","0","0","0","261","251","396","315","324","404"
"12.10.2022 00:00 - 12.10.2022 01:00","0","N/A","0","251","N/A","283","320","N/A","381"
"12.10.2022 01:00 - 12.10.2022 02:00","0","N/A","0","268","N/A","349","318","N/A","408"
"12.10.2022 02:00 - 12.10.2022 03:00","0","N/A","0","235","N/A","313","341","N/A","463"
"12.10.2022 03:00 - 12.10.2022 04:00","0","N/A","0","254","N/A","317","378","N/A","497"
"12.10.2022 04:00 - 12.10.2022 05:00","0","N/A","0","274","N/A","346","401","N/A","489"
"12.10.2022 05:00 - 12.10.2022 06:00","0","N/A","0","301","N/A","349","399","N/A","445"
"12.10.2022 06:00 - 12.10.2022 07:00","0","N/A","0","320","N/A","307","379","N/A","386"
"12.10.2022 07:00 - 12.10.2022 08:00","1","N/A","2","338","N/A","194","358","N/A","365"
"12.10.2022 08:00 - 12.10.2022 09:00","36","35","35","340","203","191","339","394","394"
"12.10.2022 09:00 - 12.10.2022 10:00","112","109","117","313","246","213","414","446","477"
"12.10.2022 10:00 - 12.10.2022 11:00","201","221","324","310","248","218","475","470","367"
"12.10.2022 11:00 - 12.10.2022 12:00","267","336","607","331","235","193","517","514","364"
"12.10.2022 12:00 - 12.10.2022 13:00","284","388","536","403","279","213","645","654","489"
"12.10.2022 13:00 - 12.10.2022 14:00","275","350","457","544","377","351","770","779","636"
"12.10.2022 14:00 - 12.10.2022 15:00","255","299","495","645","517","631","849","844","785"
"12.10.2022 15:00 - 12.10.2022 16:00","200","242","619","663","549","689","831","821","861"
"12.10.2022 16:00 - 12.10.2022 17:00","125","163","273","631","523","640","793","778","771"
"12.10.2022 17:00 - 12.10.2022 18:00","48","62","124","621","584","656","750","753","706"
"12.10.2022 18:00 - 12.10.2022 19:00","5","6","27","644","627","579","697","700","646"
"12.10.2022 19:00 - 12.10.2022 20:00","0","0","1","693","659","637","652","630","704"
"12.10.2022 20:00 - 12.10.2022 21:00","0","0","2","712","711","701","694","677","909"
"12.10.2022 21:00 - 12.10.2022 22:00","0","0","1","725","775","734","787","785","1006"
"12.10.2022 22:00 - 12.10.2022 23:00","0","0","1","741","771","733","866","881","1077"
"12.10.2022 23:00 - 13.10.2022 00:00","0","0","1","702","716","671","878","899","1029"
"13.10.2022 00:00 - 13.10.2022 01:00","0","N/A","1","618","N/A","590","881","N/A","972"
"13.10.2022 01:00 - 13.10.2022 02:00","0","N/A","0","585","N/A","466","864","N/A","937"
"13.10.2022 02:00 - 13.10.2022 03:00","0","N/A","0","626","N/A","511","840","N/A","881"
"13.10.2022 03:00 - 13.10.2022 04:00","0","N/A","0","590","N/A","399","807","N/A","847"
"13.10.2022 04:00 - 13.10.2022 05:00","0","N/A","0","552","N/A","476","790","N/A","806"
"13.10.2022 05:00 - 13.10.2022 06:00","0","N/A","0","559","N/A","424","790","N/A","723"
"13.10.2022 06:00 - 13.10.2022 07:00","0","N/A","0","655","N/A","405","783","N/A","675"
"13.10.2022 07:00 - 13.10.2022 08:00","1","N/A","1","714","N/A","416","749","N/A","614"
"13.10.2022 08:00 - 13.10.2022 09:00","19","26","26","733","479","460","670","582","582"
"13.10.2022 09:00 - 13.10.2022 10:00","64","82","76","659","486","424","710","622","634"
"13.10.2022 10:00 - 13.10.2022 11:00","110","144","144","514","407","378","683","619","527"
"13.10.2022 11:00 - 13.10.2022 12:00","126","193","201","486","398","337","576","579","434"
"13.10.2022 12:00 - 13.10.2022 13:00","129","206","331","428","362","336","496","567","408"
"13.10.2022 13:00 - 13.10.2022 14:00","124","188","320","290","266","287","419","520","387"
"13.10.2022 14:00 - 13.10.2022 15:00","109","144","159","170","197","261","360","470","313"
"13.10.2022 15:00 - 13.10.2022 16:00","84","91","103","167","146","229","277","406","265"
"13.10.2022 16:00 - 13.10.2022 17:00","54","52","78","180","103","151","227","348","280"
"13.10.2022 17:00 - 13.10.2022 18:00","20","17","39","175","84","123","201","300","241"
"13.10.2022 18:00 - 13.10.2022 19:00","2","1","16","169","103","135","184","245","258"
"13.10.2022 19:00 - 13.10.2022 20:00","0","0","1","151","249","158","164","190","258"
"13.10.2022 20:00 - 13.10.2022 21:00","0","0","1","126","425","203","165","161","271"
"13.10.2022 21:00 - 13.10.2022 22:00","0","0","1","113","333","252","177","161","257"
"13.10.2022 22:00 - 13.10.2022 23:00","0","0","1","97","191","232","178","167","232"
"13.10.2022 23:00 - 14.10.2022 00:00","0","0","1","80","109","133","174","179","217"
"14.10.2022 00:00 - 14.10.2022 01:00","0","N/A","0","28","N/A","59","138","N/A","139"
"14.10.2022 01:00 - 14.10.2022 02:00","0","N/A","0","10","N/A","58","116","N/A","91"
"14.10.2022 02:00 - 14.10.2022 03:00","0","N/A","0","4","N/A","31","109","N/A","87"
"14.10.2022 03:00 - 14.10.2022 04:00","0","N/A","0","5","N/A","19","110","N/A","105"
"14.10.2022 04:00 - 14.10.2022 05:00","0","N/A","0","8","N/A","16","107","N/A","112"
"14.10.2022 05:00 - 14.10.2022 06:00","0","N/A","0","30","N/A","20","100","N/A","94"
"14.10.2022 06:00 - 14.10.2022 07:00","0","N/A","0","59","N/A","67","103","N/A","115"
"14.10.2022 07:00 - 14.10.2022 08:00","1","N/A","1","96","N/A","54","114","N/A","136"
"14.10.2022 08:00 - 14.10.2022 09:00","31","41","41","143","139","149","137","191","191"
"14.10.2022 09:00 - 14.10.2022 10:00","105","139","132","199","179","188","222","241","283"
"14.10.2022 10:00 - 14.10.2022 11:00","196","236","253","247","185","238","292","288","280"
"14.10.2022 11:00 - 14.10.2022 12:00","298","348","365","238","202","202","326","334","256"
"14.10.2022 12:00 - 14.10.2022 13:00","376","444","739","217","205","177","398","396","325"
"14.10.2022 13:00 - 14.10.2022 14:00","388","467","735","320","169","215","507","473","457"
"14.10.2022 14:00 - 14.10.2022 15:00","341","405","731","506","184","189","558","500","551"
"14.10.2022 15:00 - 14.10.2022 16:00","254","297","637","543","314","269","511","479","482"
"14.10.2022 16:00 - 14.10.2022 17:00","155","170","319","558","471","456","464","455","380"
